,product_name,brand_name,price,love_count,color,rgb,link
0,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,Out of stock: 405,"(141, 6, 2)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
1,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,507,"(144, 75, 94)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
2,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,406,"(137, 38, 33)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
3,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,508,"(245, 161, 151)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
4,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,Out of stock: 400,"(163, 25, 23)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
5,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,401,"(228, 39, 37)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
6,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,402,"(207, 13, 22)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
7,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,504,"(195, 22, 67)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
8,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,501,"(170, 70, 72)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
9,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,502,"(159, 24, 54)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
10,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,503,"(201, 17, 55)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
11,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,200,"(166, 55, 44)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
12,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,300,"(255, 64, 54)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
13,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,500,"(197, 92, 86)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
14,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,201,"(141, 35, 35)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
15,Lip Maestro,GIORGIO ARMANI BEAUTY,38.0,103038,202,"(193, 110, 94)",https://www.sephora.com/product/lip-maestro-P393411?skuId=1441583&icid2=products grid:p393411:product
16,LUST: Mini MatteTrance™ Lipstick Trio,PAT MCGRATH LABS,25.0,61397,"Skin Show omi, 1995, flesh 3","(131, 53, 53)",https://www.sephora.com/product/lust-mini-mattetrance-lipstick-skin-show-trio-P434529?skuId=2148690&icid2=products grid:p434529:product
17,LUST: Mini MatteTrance™ Lipstick Trio,PAT MCGRATH LABS,25.0,61397,"Out of stock: Colour Blitz obsessed!, full panic, elson","(188, 15, 68)",https://www.sephora.com/product/lust-mini-mattetrance-lipstick-skin-show-trio-P434529?skuId=2148690&icid2=products grid:p434529:product
18,Dior Lip Glow,DIOR,34.0,220013,101 Matte Pink sheer matte ballet pink,"(253, 209, 224)",https://www.sephora.com/product/dior-addict-lip-glow-color-reviver-balm-P236816?icid2=products grid:p236816:product
19,Stunna Lip Paint Longwear Fluid Lip Color,FENTY BEAUTY BY RIHANNA,24.0,209747,Uncensored perfect universal red,"(165, 4, 35)",https://www.sephora.com/product/stunna-lip-paint-P39787544?icid2=products grid:p39787544:product
20,Stunna Lip Paint Longwear Fluid Lip Color,FENTY BEAUTY BY RIHANNA,24.0,209747,Unveil chocolate brown,"(101, 57, 56)",https://www.sephora.com/product/stunna-lip-paint-P39787544?icid2=products grid:p39787544:product
21,Stunna Lip Paint Longwear Fluid Lip Color,FENTY BEAUTY BY RIHANNA,24.0,209747,Uncuffed rosy mauve,"(136, 60, 64)",https://www.sephora.com/product/stunna-lip-paint-P39787544?icid2=products grid:p39787544:product
22,Stunna Lip Paint Longwear Fluid Lip Color,FENTY BEAUTY BY RIHANNA,24.0,209747,Unbutton peachy nude,"(179, 92, 82)",https://www.sephora.com/product/stunna-lip-paint-P39787544?icid2=products grid:p39787544:product
23,Stunna Lip Paint Longwear Fluid Lip Color,FENTY BEAUTY BY RIHANNA,24.0,209747,Uninvited smooth black,"(39, 39, 39)",https://www.sephora.com/product/stunna-lip-paint-P39787544?icid2=products grid:p39787544:product
24,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,1 Rouge Extravagant bright red,"(223, 0, 54)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
25,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,2 Strange Orange tangerine,"(254, 0, 0)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
26,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,4 Fuchsia Excentrique soft raspberry ,"(158, 0, 84)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
27,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,5 Peculiar Pink rich berry ,"(152, 0, 59)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
28,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,8 Contrary Fuchsia fuchsia,"(241, 1, 102)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
29,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,Out of stock: 9 Red Enigma brick red,"(197, 0, 60)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
30,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,10 Corail Antinomique rich coral ,"(255, 0, 40)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
31,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,11 Ambiguous Beige pink beige,"(187, 81, 83)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
32,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,12 Nu Incongru rosey nude,"(192, 71, 90)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
33,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,14 Rose Curieux electric pink ,"(255, 0, 96)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
34,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,16 Rosewood Oddity dusty mauve,"(176, 19, 90)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
35,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,17 Nude Antonym cool beige,"(179, 81, 96)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
36,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,Out of stock: 18 Reverse Red bordeaux,"(142, 0, 40)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
37,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,21 Rouge Paradoxe deep red ,"(218, 0, 58)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
38,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,23 Mystery Red coral red,"(208, 1, 57)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
39,Rouge Pur Couture The Slim Matte Lipstick,YVES SAINT LAURENT,39.0,25517,24 Rare Rose pale nude ,"(223, 87, 109)",https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products grid:p436506:product
40,Matte Revolution Lipstick,CHARLOTTE TILBURY,34.0,55206,Out of stock: Very Victoria taupe nude,"(197, 122, 127)",https://www.sephora.com/product/matte-revolution-lipstick-P433530?icid2=products grid:p433530:product
41,Matte Revolution Lipstick,CHARLOTTE TILBURY,34.0,55206,Sexy Sienna coral,"(239, 102, 110)",https://www.sephora.com/product/matte-revolution-lipstick-P433530?icid2=products grid:p433530:product
42,Matte Revolution Lipstick,CHARLOTTE TILBURY,34.0,55206,Pillow Talk nude pink,"(189, 106, 100)",https://www.sephora.com/product/matte-revolution-lipstick-P433530?icid2=products grid:p433530:product
43,Matte Revolution Lipstick,CHARLOTTE TILBURY,34.0,55206,Bond Girl natural berry red,"(168, 87, 102)",https://www.sephora.com/product/matte-revolution-lipstick-P433530?icid2=products grid:p433530:product
44,Matte Revolution Lipstick,CHARLOTTE TILBURY,34.0,55206,Birkin Brown soft chocolate brown,"(151, 83, 84)",https://www.sephora.com/product/matte-revolution-lipstick-P433530?icid2=products grid:p433530:product
45,Matte Revolution Lipstick,CHARLOTTE TILBURY,34.0,55206,Walk Of Shame berry rose,"(194, 79, 92)",https://www.sephora.com/product/matte-revolution-lipstick-P433530?icid2=products grid:p433530:product
46,Matte Revolution Lipstick,CHARLOTTE TILBURY,34.0,55206,Lost Cherry pastel fuschia,"(230, 69, 110)",https://www.sephora.com/product/matte-revolution-lipstick-P433530?icid2=products grid:p433530:product
47,Matte Revolution Lipstick,CHARLOTTE TILBURY,34.0,55206,Amazing Grace pink coral,"(223, 63, 99)",https://www.sephora.com/product/matte-revolution-lipstick-P433530?icid2=products grid:p433530:product
48,Matte Revolution Lipstick,CHARLOTTE TILBURY,34.0,55206,Out of stock: Red Carpet Red ruby red,"(198, 57, 100)",https://www.sephora.com/product/matte-revolution-lipstick-P433530?icid2=products grid:p433530:product
49,Matte Revolution Lipstick,CHARLOTTE TILBURY,34.0,55206,The Queen rosy pink,"(200, 46, 106)",https://www.sephora.com/product/matte-revolution-lipstick-P433530?icid2=products grid:p433530:product
50,Matte Revolution Lipstick,CHARLOTTE TILBURY,34.0,55206,Glastonberry muted purple berry,"(145, 76, 121)",https://www.sephora.com/product/matte-revolution-lipstick-P433530?icid2=products grid:p433530:product
51,Matte Revolution Lipstick,CHARLOTTE TILBURY,34.0,55206,Love Liberty berry pink,"(163, 33, 97)",https://www.sephora.com/product/matte-revolution-lipstick-P433530?icid2=products grid:p433530:product
52,Gloss Bomb Universal Lip Luminizer,FENTY BEAUTY BY RIHANNA,18.0,256222,Diamond Milk shimmering pearl,"(223, 204, 197)",https://www.sephora.com/product/gloss-bomb-universal-lip-luminizer-P67988453?icid2=products grid:p67988453:product
53,Gloss Bomb Universal Lip Luminizer,FENTY BEAUTY BY RIHANNA,18.0,256222,Fenty Glow shimmering rose nude,"(181, 105, 91)",https://www.sephora.com/product/gloss-bomb-universal-lip-luminizer-P67988453?icid2=products grid:p67988453:product
54,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Get Off pink beige,"(243, 160, 146)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
55,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Intriguing rose pink,"(241, 139, 150)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
56,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Roman Holiday vibrant pink sheen,"(252, 159, 180)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
57,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Out of stock: Do Me Baby chestnut rose,"(217, 129, 151)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
58,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Sex Machine pink mauve,"(220, 147, 158)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
59,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Bettina natural rose beige sheen,"(204, 138, 140)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
60,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Dolce Vita dusty rose,"(204, 113, 120)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
61,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Bahama pink brown,"(198, 113, 120)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
62,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Walkyrie warm coral red creme,"(193, 107, 110)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
63,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Famous Red bright pink coral,"(255, 82, 127)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
64,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Let's Go Crazy vivid pink,"(240, 106, 177)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
65,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Pussy Control lilac,"(208, 127, 186)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
66,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Never Say Never lilac rose,"(203, 102, 146)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
67,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Endangered Red oxblood burgundy,"(173, 83, 121)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
68,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Dirty Mind deep lilac,"(131, 71, 99)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
69,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Train Bleu deep aubergine,"(113, 54, 72)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
70,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Red Square bright orange red,"(186, 72, 61)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
71,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Dragon Girl siren red,"(200, 54, 55)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
72,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Mysterious Red crimson red,"(177, 30, 56)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
73,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Cruella scarlet red,"(176, 54, 69)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
74,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Damned magenta,"(169, 62, 88)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
75,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Out of stock: Consuming Red bordeaux,"(150, 74, 76)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
76,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Lonely Heart chocolate brown,"(134, 73, 80)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
77,Velvet Matte Lipstick Pencil,NARS,27.0,309898,Unspoken midnight blue,"(80, 90, 126)",https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?skuId=1900083&icid2=products grid:p78834:product
78,Sugar Lip Treatment Sunscreen SPF 15,FRESH,24.0,243020,Sugar untinted,"(244, 243, 222)",https://www.sephora.com/product/sugar-lip-treatment-spf-15-P57002?icid2=products grid:p57002:product
79,Sugar Lip Treatment Sunscreen SPF 15,FRESH,24.0,243020,Sugar Petal Tinted bold pink blossom tint,"(229, 161, 158)",https://www.sephora.com/product/sugar-lip-treatment-spf-15-P57002?icid2=products grid:p57002:product
80,Sugar Lip Treatment Sunscreen SPF 15,FRESH,24.0,243020,Sugar Honey Tinted bold warm nude,"(210, 147, 140)",https://www.sephora.com/product/sugar-lip-treatment-spf-15-P57002?icid2=products grid:p57002:product
81,Sugar Lip Treatment Sunscreen SPF 15,FRESH,24.0,243020,Sugar Nude Tinted sheer peachy beige shimmer tint,"(236, 168, 149)",https://www.sephora.com/product/sugar-lip-treatment-spf-15-P57002?icid2=products grid:p57002:product
82,Sugar Lip Treatment Sunscreen SPF 15,FRESH,24.0,243020,Sugar Coral Tinted bold juicy coral,"(250, 154, 140)",https://www.sephora.com/product/sugar-lip-treatment-spf-15-P57002?icid2=products grid:p57002:product
83,Sugar Lip Treatment Sunscreen SPF 15,FRESH,24.0,243020,Sugar Rosé Tinted sheer rosy tint,"(252, 149, 144)",https://www.sephora.com/product/sugar-lip-treatment-spf-15-P57002?icid2=products grid:p57002:product
84,Sugar Lip Treatment Sunscreen SPF 15,FRESH,24.0,243020,Candy happy bright pink tint,"(255, 160, 208)",https://www.sephora.com/product/sugar-lip-treatment-spf-15-P57002?icid2=products grid:p57002:product
85,Sugar Lip Treatment Sunscreen SPF 15,FRESH,24.0,243020,Sugar Tulip Tinted sheer hot pink tint,"(227, 129, 154)",https://www.sephora.com/product/sugar-lip-treatment-spf-15-P57002?icid2=products grid:p57002:product
86,Sugar Lip Treatment Sunscreen SPF 15,FRESH,24.0,243020,Sugar Bloom Tinted sensual shimmery pink,"(236, 168, 179)",https://www.sephora.com/product/sugar-lip-treatment-spf-15-P57002?icid2=products grid:p57002:product
87,Sugar Lip Treatment Sunscreen SPF 15,FRESH,24.0,243020,Sugar Poppy Tinted deep pink red tint,"(218, 142, 168)",https://www.sephora.com/product/sugar-lip-treatment-spf-15-P57002?icid2=products grid:p57002:product
88,Sugar Lip Treatment Sunscreen SPF 15,FRESH,24.0,243020,Sugar Berry Tinted  bold flirty berry,"(205, 133, 145)",https://www.sephora.com/product/sugar-lip-treatment-spf-15-P57002?icid2=products grid:p57002:product
89,Sugar Lip Treatment Sunscreen SPF 15,FRESH,24.0,243020,Sugar Fig Tinted pearlescent wine tint,"(201, 147, 160)",https://www.sephora.com/product/sugar-lip-treatment-spf-15-P57002?icid2=products grid:p57002:product
90,Sugar Lip Treatment Sunscreen SPF 15,FRESH,24.0,243020,Punch,"(245, 165, 158)",https://www.sephora.com/product/sugar-lip-treatment-spf-15-P57002?icid2=products grid:p57002:product
91,Sugar Lip Treatment Sunscreen SPF 15,FRESH,24.0,243020,Spice spiced rose nude tint,"(216, 147, 152)",https://www.sephora.com/product/sugar-lip-treatment-spf-15-P57002?icid2=products grid:p57002:product
92,Vinyl Cream Lip Stain,YVES SAINT LAURENT,37.0,94584,Out of stock: 401 Rouge Vinyle,"(205, 27, 61)",https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products grid:p410743:product
93,Vinyl Cream Lip Stain,YVES SAINT LAURENT,37.0,94584,402 Rouge Remix,"(255, 59, 83)",https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products grid:p410743:product
94,Vinyl Cream Lip Stain,YVES SAINT LAURENT,37.0,94584,403 Rose Happening,"(254, 63, 107)",https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products grid:p410743:product
95,Vinyl Cream Lip Stain,YVES SAINT LAURENT,37.0,94584,405 Explicit Pink,"(255, 55, 162)",https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products grid:p410743:product
96,Vinyl Cream Lip Stain,YVES SAINT LAURENT,37.0,94584,407 Carmin Session,"(207, 92, 123)",https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products grid:p410743:product
97,Vinyl Cream Lip Stain,YVES SAINT LAURENT,37.0,94584,408 Corial Neo-Pop,"(253, 87, 87)",https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products grid:p410743:product
98,Vinyl Cream Lip Stain,YVES SAINT LAURENT,37.0,94584,409 Burgundy Vibes,"(147, 17, 53)",https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products grid:p410743:product
99,Vinyl Cream Lip Stain,YVES SAINT LAURENT,37.0,94584,410 Fuchsia Live,"(255, 53, 101)",https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products grid:p410743:product
100,Vinyl Cream Lip Stain,YVES SAINT LAURENT,37.0,94584,411 Rhythm Red,"(246, 8, 23)",https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products grid:p410743:product
101,Vinyl Cream Lip Stain,YVES SAINT LAURENT,37.0,94584,412 Rose Mix,"(214, 62, 100)",https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products grid:p410743:product
102,Vinyl Cream Lip Stain,YVES SAINT LAURENT,37.0,94584,413 Bourgogne Alternatif,"(205, 0, 81)",https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products grid:p410743:product
103,Vinyl Cream Lip Stain,YVES SAINT LAURENT,37.0,94584,414 - Rave Orange,"(254, 36, 27)",https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products grid:p410743:product
104,Vinyl Cream Lip Stain,YVES SAINT LAURENT,37.0,94584,415 - Fuchsia Beats,"(227, 0, 149)",https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products grid:p410743:product
105,Vinyl Cream Lip Stain,YVES SAINT LAURENT,37.0,94584,416 - Psychedlic Chili,"(188, 1, 28)",https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products grid:p410743:product
106,Vinyl Cream Lip Stain,YVES SAINT LAURENT,37.0,94584,417 Nude,"(177, 104, 97)",https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products grid:p410743:product
107,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Muñeca nude petal,"(228, 108, 110)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
108,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Ophelia nude chestnut,"(203, 120, 112)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
109,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Bow N Arrow fawn nude,"(175, 109, 93)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
110,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Lovesick mauve nude,"(199, 108, 125)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
111,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Requiem soft lilac,"(206, 131, 154)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
112,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Lovecraft mauve pink nude,"(162, 77, 100)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
113,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Lolita chestnut rose,"(169, 80, 86)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
114,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Lolita II terra cotta nude,"(156, 68, 66)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
115,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Hawkwind nude sienna,"(157, 64, 74)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
116,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Sanctuary nude coffee,"(142, 79, 87)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
117,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Crucifix deep chocolate,"(114, 66, 64)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
118,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Mother dusty mauve pink,"(181, 68, 88)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
119,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Berlin warm rose,"(216, 63, 83)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
120,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Ludwig nude fawn,"(175, 97, 95)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
121,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Double Dare cocoa blush,"(177, 62, 65)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
122,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Armageddon carnation pink,"(249, 102, 170)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
123,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Backstage Bambi vivid hot pink,"(250, 64, 135)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
124,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,A-Go-Go bright orange-red,"(244, 72, 36)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
125,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Santa Sangre poison apple,"(208, 58, 59)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
126,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Outlaw brick red,"(181, 29, 42)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
127,Everlasting Liquid Lipstick,KAT VON D,20.0,1148262,Nahz Fur Atoo blood crimson,"(161, 39, 52)",https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products grid:p384954:product
